Province Name,Province,Day,Confirmed,Cumulative confirmed,Cumulative deaths
TISSEMSILT,38,2020-03-21,1,1,0
EL OUED,39,2020-03-21,1,3,2
KHENCHELA,40,2020-03-21,1,1,1
SOUK-AHRAS,41,2020-03-21,1,2,0
TIPAZA,42,2020-03-21,0,0,0
MILA,43,2020-03-21,0,0,0
AIN DEFLA,44,2020-03-21,0,0,0
NAAMA,45,2020-03-21,0,0,0
AIN-TEMOUCHENT,46,2020-03-21,0,0,0
GHARDAIA,47,2020-03-21,0,0,0
RELIZANE,48,2020-03-21,0,0,0
ADRAR,1,2020-03-22,0,1,0
CHLEF,2,2020-03-22,1,1,0
LAGHOUAT,3,2020-03-22,0,0,0
OUM EL BOUAGHI,4,2020-03-22,0,0,0
BATNA,5,2020-03-22,0,0,0
BEJAIA,6,2020-03-22,0,1,1
BISKRA,7,2020-03-22,1,1,0
BECHAR,8,2020-03-22,0,0,0
BLIDA,9,2020-03-22,32,110,8
BOUIRA,10,2020-03-22,0,1,0
TAMENGHASSET,11,2020-03-22,0,0,0
TEBESSA,12,2020-03-22,0,0,0
TLEMCEN,13,2020-03-22,0,0,0
TIARET,14,2020-03-22,0,0,0
TIZI OUZOU,15,2020-03-22,0,7,1
ALGER,16,2020-03-22,9,21,1
DJELFA,17,2020-03-22,0,0,0
JIJEL,18,2020-03-22,1,1,0
SETIF,19,2020-03-22,0,1,0
SAIDA,20,2020-03-22,0,0,0
SKIKDA,21,2020-03-22,0,5,1
SIDI BEL ABBES,22,2020-03-22,0,1,0
ANNABA,23,2020-03-22,0,5,0
GUELMA,24,2020-03-22,0,2,0
CONSTANTINE,25,2020-03-22,1,1,0
MEDEA,26,2020-03-22,0,2,1
MOSTAGANEM,27,2020-03-22,0,1,0
M'SILA,28,2020-03-22,0,0,0
MASCARA,29,2020-03-22,0,2,0
OUARGLA,30,2020-03-22,0,1,0
ORAN,31,2020-03-22,2,8,0
EL BAYADH,32,2020-03-22,0,0,0
ILLIZI,33,2020-03-22,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-22,0,2,0
BOUMERDES,35,2020-03-22,0,1,0
EL-TARF,36,2020-03-22,0,0,0
TINDOUF,37,2020-03-22,0,0,0
TISSEMSILT,38,2020-03-22,0,1,0
EL OUED,39,2020-03-22,0,3,2
KHENCHELA,40,2020-03-22,0,1,2
SOUK-AHRAS,41,2020-03-22,0,2,0
TIPAZA,42,2020-03-22,1,1,0
MILA,43,2020-03-22,0,0,0
AIN DEFLA,44,2020-03-22,0,0,0
NAAMA,45,2020-03-22,0,0,0
AIN-TEMOUCHENT,46,2020-03-22,0,0,0
GHARDAIA,47,2020-03-22,0,0,0
RELIZANE,48,2020-03-22,1,1,0
ADRAR,1,2020-03-23,1,2,0
CHLEF,2,2020-03-23,0,1,0
LAGHOUAT,3,2020-03-23,0,0,0
OUM EL BOUAGHI,4,2020-03-23,0,0,0
BATNA,5,2020-03-23,0,0,0
BEJAIA,6,2020-03-23,1,2,1
BISKRA,7,2020-03-23,0,1,0
BECHAR,8,2020-03-23,0,0,0
BLIDA,9,2020-03-23,15,125,8
BOUIRA,10,2020-03-23,0,1,0
TAMENGHASSET,11,2020-03-23,0,0,0
TEBESSA,12,2020-03-23,0,0,0
TLEMCEN,13,2020-03-23,1,1,0
TIARET,14,2020-03-23,0,0,0
TIZI OUZOU,15,2020-03-23,4,11,1
ALGER,16,2020-03-23,21,42,1
DJELFA,17,2020-03-23,0,0,0
JIJEL,18,2020-03-23,0,1,0
SETIF,19,2020-03-23,2,3,0
SAIDA,20,2020-03-23,0,0,0
SKIKDA,21,2020-03-23,0,5,1
SIDI BEL ABBES,22,2020-03-23,0,1,0
ANNABA,23,2020-03-23,0,5,0
GUELMA,24,2020-03-23,0,2,0
CONSTANTINE,25,2020-03-23,0,1,0
MEDEA,26,2020-03-23,0,2,1
MOSTAGANEM,27,2020-03-23,0,1,0
M'SILA,28,2020-03-23,0,0,0
MASCARA,29,2020-03-23,0,2,0
OUARGLA,30,2020-03-23,0,1,0
ORAN,31,2020-03-23,0,8,0
EL BAYADH,32,2020-03-23,0,0,0
ILLIZI,33,2020-03-23,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-23,0,2,0
BOUMERDES,35,2020-03-23,0,1,0
EL-TARF,36,2020-03-23,0,0,0
TINDOUF,37,2020-03-23,0,0,0
TISSEMSILT,38,2020-03-23,0,1,0
EL OUED,39,2020-03-23,1,4,2
KHENCHELA,40,2020-03-23,1,2,2
SOUK-AHRAS,41,2020-03-23,0,2,0
TIPAZA,42,2020-03-23,1,2,0
MILA,43,2020-03-23,0,0,0
AIN DEFLA,44,2020-03-23,0,0,0
NAAMA,45,2020-03-23,0,0,0
AIN-TEMOUCHENT,46,2020-03-23,1,1,0
GHARDAIA,47,2020-03-23,0,0,0
RELIZANE,48,2020-03-23,0,1,0
ADRAR,1,2020-03-24,0,2,0
CHLEF,2,2020-03-24,0,1,0
LAGHOUAT,3,2020-03-24,0,0,0
OUM EL BOUAGHI,4,2020-03-24,0,0,0
BATNA,5,2020-03-24,0,0,0
BEJAIA,6,2020-03-24,0,2,1
BISKRA,7,2020-03-24,0,1,0
BECHAR,8,2020-03-24,0,0,0
BLIDA,9,2020-03-24,18,143,8
BOUIRA,10,2020-03-24,0,1,0
TAMENGHASSET,11,2020-03-24,0,0,0
TEBESSA,12,2020-03-24,0,0,0
TLEMCEN,13,2020-03-24,0,1,0
TIARET,14,2020-03-24,0,0,0
TIZI OUZOU,15,2020-03-24,0,11,2
ALGER,16,2020-03-24,0,42,1
DJELFA,17,2020-03-24,0,0,0
JIJEL,18,2020-03-24,0,1,0
SETIF,19,2020-03-24,0,3,0
SAIDA,20,2020-03-24,0,0,0
SKIKDA,21,2020-03-24,0,5,1
SIDI BEL ABBES,22,2020-03-24,0,1,0
ANNABA,23,2020-03-24,0,5,0
GUELMA,24,2020-03-24,0,2,0
CONSTANTINE,25,2020-03-24,0,1,0
MEDEA,26,2020-03-24,3,5,1
MOSTAGANEM,27,2020-03-24,0,1,0
M'SILA,28,2020-03-24,0,0,0
MASCARA,29,2020-03-24,0,2,0
OUARGLA,30,2020-03-24,0,1,0
ORAN,31,2020-03-24,0,8,0
EL BAYADH,32,2020-03-24,0,0,0
ILLIZI,33,2020-03-24,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-24,0,2,0
BOUMERDES,35,2020-03-24,2,3,2
EL-TARF,36,2020-03-24,0,0,0
TINDOUF,37,2020-03-24,0,0,0
TISSEMSILT,38,2020-03-24,0,1,0
EL OUED,39,2020-03-24,0,4,2
KHENCHELA,40,2020-03-24,0,2,2
SOUK-AHRAS,41,2020-03-24,0,1,0
TIPAZA,42,2020-03-24,0,2,0
MILA,43,2020-03-24,0,0,0
AIN DEFLA,44,2020-03-24,1,1,0
NAAMA,45,2020-03-24,0,0,0
AIN-TEMOUCHENT,46,2020-03-24,0,1,0
GHARDAIA,47,2020-03-24,0,0,0
RELIZANE,48,2020-03-24,0,1,0
ADRAR,1,2020-03-25,0,2,0
CHLEF,2,2020-03-25,0,1,0
LAGHOUAT,3,2020-03-25,1,1,0
OUM EL BOUAGHI,4,2020-03-25,0,0,0
BATNA,5,2020-03-25,0,0,0
BEJAIA,6,2020-03-25,0,2,1
BISKRA,7,2020-03-25,0,1,0
BECHAR,8,2020-03-25,0,0,0
BLIDA,9,2020-03-25,7,150,8
BOUIRA,10,2020-03-25,0,1,0
TAMENGHASSET,11,2020-03-25,0,0,0
TEBESSA,12,2020-03-25,0,0,0
TLEMCEN,13,2020-03-25,0,1,0
TIARET,14,2020-03-25,0,0,0
TIZI OUZOU,15,2020-03-25,0,11,2
ALGER,16,2020-03-25,0,42,1
DJELFA,17,2020-03-25,0,0,0
JIJEL,18,2020-03-25,0,1,0
SETIF,19,2020-03-25,0,3,0
SAIDA,20,2020-03-25,0,0,0
SKIKDA,21,2020-03-25,0,5,1
SIDI BEL ABBES,22,2020-03-25,0,1,0
ANNABA,23,2020-03-25,0,5,0
GUELMA,24,2020-03-25,0,2,0
CONSTANTINE,25,2020-03-25,0,1,1
MEDEA,26,2020-03-25,0,5,1
MOSTAGANEM,27,2020-03-25,0,1,0
M'SILA,28,2020-03-25,0,0,0
MASCARA,29,2020-03-25,0,2,0
OUARGLA,30,2020-03-25,0,1,0
ORAN,31,2020-03-25,0,8,0
EL BAYADH,32,2020-03-25,0,0,0
ILLIZI,33,2020-03-25,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-25,0,2,0
BOUMERDES,35,2020-03-25,0,3,2
EL-TARF,36,2020-03-25,0,0,0
TINDOUF,37,2020-03-25,0,0,0
TISSEMSILT,38,2020-03-25,0,1,0
EL OUED,39,2020-03-25,0,4,2
KHENCHELA,40,2020-03-25,0,2,2
SOUK-AHRAS,41,2020-03-25,0,1,0
TIPAZA,42,2020-03-25,0,2,1
MILA,43,2020-03-25,0,0,0
AIN DEFLA,44,2020-03-25,0,1,0
NAAMA,45,2020-03-25,0,0,0
AIN-TEMOUCHENT,46,2020-03-25,0,1,0
GHARDAIA,47,2020-03-25,0,0,0
RELIZANE,48,2020-03-25,0,1,0
ADRAR,1,2020-03-26,0,2,0
CHLEF,2,2020-03-26,0,1,0
LAGHOUAT,3,2020-03-26,0,1,0
OUM EL BOUAGHI,4,2020-03-26,2,2,0
BATNA,5,2020-03-26,1,1,0
BEJAIA,6,2020-03-26,3,5,1
BISKRA,7,2020-03-26,0,1,0
BECHAR,8,2020-03-26,0,0,0
BLIDA,9,2020-03-26,26,176,9
BOUIRA,10,2020-03-26,2,3,0
TAMENGHASSET,11,2020-03-26,0,0,0
TEBESSA,12,2020-03-26,0,0,0
TLEMCEN,13,2020-03-26,6,7,0
TIARET,14,2020-03-26,0,0,0
TIZI OUZOU,15,2020-03-26,3,14,3
ALGER,16,2020-03-26,22,64,3
DJELFA,17,2020-03-26,1,1,0
JIJEL,18,2020-03-26,1,2,0
SETIF,19,2020-03-26,4,7,0
SAIDA,20,2020-03-26,0,0,0
SKIKDA,21,2020-03-26,1,6,0
SIDI BEL ABBES,22,2020-03-26,0,1,0
ANNABA,23,2020-03-26,1,6,0
GUELMA,24,2020-03-26,0,2,0
CONSTANTINE,25,2020-03-26,2,3,3
MEDEA,26,2020-03-26,1,5,1
MOSTAGANEM,27,2020-03-26,1,2,0
M'SILA,28,2020-03-26,0,0,0
MASCARA,29,2020-03-26,1,3,0
OUARGLA,30,2020-03-26,0,1,0
ORAN,31,2020-03-26,8,16,0
EL BAYADH,32,2020-03-26,0,0,0
ILLIZI,33,2020-03-26,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-26,3,5,0
BOUMERDES,35,2020-03-26,1,4,1
EL-TARF,36,2020-03-26,2,2,0
TINDOUF,37,2020-03-26,0,0,0
TISSEMSILT,38,2020-03-26,0,1,0
EL OUED,39,2020-03-26,1,5,2
KHENCHELA,40,2020-03-26,0,2,1
SOUK-AHRAS,41,2020-03-26,1,2,0
TIPAZA,42,2020-03-26,7,9,1
MILA,43,2020-03-26,0,0,0
AIN DEFLA,44,2020-03-26,0,1,0
NAAMA,45,2020-03-26,0,0,0
AIN-TEMOUCHENT,46,2020-03-26,0,1,0
GHARDAIA,47,2020-03-26,1,1,0
RELIZANE,48,2020-03-26,1,2,0
ADRAR,1,2020-03-27,0,2,0
CHLEF,2,2020-03-27,0,1,0
LAGHOUAT,3,2020-03-27,0,1,0
OUM EL BOUAGHI,4,2020-03-27,0,2,0
BATNA,5,2020-03-27,0,1,0
BEJAIA,6,2020-03-27,0,5,1
BISKRA,7,2020-03-27,0,1,0
BECHAR,8,2020-03-27,0,0,0
BLIDA,9,2020-03-27,0,176,9
BOUIRA,10,2020-03-27,0,3,0
TAMENGHASSET,11,2020-03-27,0,0,0
TEBESSA,12,2020-03-27,0,0,0
TLEMCEN,13,2020-03-27,0,7,0
TIARET,14,2020-03-27,0,0,0
TIZI OUZOU,15,2020-03-27,0,14,3
ALGER,16,2020-03-27,0,64,3
DJELFA,17,2020-03-27,0,1,0
JIJEL,18,2020-03-27,0,2,0
SETIF,19,2020-03-27,0,7,0
SAIDA,20,2020-03-27,0,0,0
SKIKDA,21,2020-03-27,0,6,0
SIDI BEL ABBES,22,2020-03-27,1,2,0
ANNABA,23,2020-03-27,0,6,0
GUELMA,24,2020-03-27,0,2,0
CONSTANTINE,25,2020-03-27,0,3,3
MEDEA,26,2020-03-27,0,5,1
MOSTAGANEM,27,2020-03-27,0,2,0
M'SILA,28,2020-03-27,0,0,0
MASCARA,29,2020-03-27,0,3,0
OUARGLA,30,2020-03-27,0,1,0
ORAN,31,2020-03-27,0,16,0
EL BAYADH,32,2020-03-27,0,0,0
ILLIZI,33,2020-03-27,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-27,1,6,1
BOUMERDES,35,2020-03-27,0,4,1
EL-TARF,36,2020-03-27,0,2,0
TINDOUF,37,2020-03-27,0,0,0
TISSEMSILT,38,2020-03-27,0,1,0
EL OUED,39,2020-03-27,0,5,2
KHENCHELA,40,2020-03-27,0,2,1
SOUK-AHRAS,41,2020-03-27,0,2,0
TIPAZA,42,2020-03-27,0,9,1
MILA,43,2020-03-27,0,0,0
AIN DEFLA,44,2020-03-27,0,1,0
NAAMA,45,2020-03-27,0,0,0
AIN-TEMOUCHENT,46,2020-03-27,0,1,0
GHARDAIA,47,2020-03-27,0,1,0
RELIZANE,48,2020-03-27,0,2,0
ADRAR,1,2020-03-28,0,2,0
CHLEF,2,2020-03-28,0,1,0
LAGHOUAT,3,2020-03-28,0,1,0
OUM EL BOUAGHI,4,2020-03-28,0,2,0
BATNA,5,2020-03-28,0,1,0
BEJAIA,6,2020-03-28,0,5,1
BISKRA,7,2020-03-28,0,1,0
BECHAR,8,2020-03-28,0,0,0
BLIDA,9,2020-03-28,16,192,9
BOUIRA,10,2020-03-28,0,3,0
TAMENGHASSET,11,2020-03-28,0,0,0
TEBESSA,12,2020-03-28,0,0,0
TLEMCEN,13,2020-03-28,0,7,0
TIARET,14,2020-03-28,0,0,0
TIZI OUZOU,15,2020-03-28,0,14,3
ALGER,16,2020-03-28,1,65,4
DJELFA,17,2020-03-28,0,1,0
JIJEL,18,2020-03-28,0,2,0
SETIF,19,2020-03-28,0,7,0
SAIDA,20,2020-03-28,0,0,0
SKIKDA,21,2020-03-28,0,6,0
SIDI BEL ABBES,22,2020-03-28,0,2,0
ANNABA,23,2020-03-28,0,6,0
GUELMA,24,2020-03-28,0,2,0
CONSTANTINE,25,2020-03-28,0,3,3
MEDEA,26,2020-03-28,2,6,2
MOSTAGANEM,27,2020-03-28,1,3,1
M'SILA,28,2020-03-28,0,0,0
MASCARA,29,2020-03-28,0,3,0
OUARGLA,30,2020-03-28,0,1,0
ORAN,31,2020-03-28,0,16,0
EL BAYADH,32,2020-03-28,0,0,0
ILLIZI,33,2020-03-28,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-28,0,6,1
BOUMERDES,35,2020-03-28,0,4,1
EL-TARF,36,2020-03-28,0,2,0
TINDOUF,37,2020-03-28,0,0,0
TISSEMSILT,38,2020-03-28,0,1,0
EL OUED,39,2020-03-28,0,5,2
KHENCHELA,40,2020-03-28,0,2,1
SOUK-AHRAS,41,2020-03-28,0,2,0
TIPAZA,42,2020-03-28,0,9,1
MILA,43,2020-03-28,0,0,0
AIN DEFLA,44,2020-03-28,0,1,0
NAAMA,45,2020-03-28,0,0,0
AIN-TEMOUCHENT,46,2020-03-28,0,1,0
GHARDAIA,47,2020-03-28,0,1,0
RELIZANE,48,2020-03-28,0,2,0
ADRAR,1,2020-03-29,0,2,0
CHLEF,2,2020-03-29,0,1,0
LAGHOUAT,3,2020-03-29,0,1,0
OUM EL BOUAGHI,4,2020-03-29,0,2,0
BATNA,5,2020-03-29,1,2,0
BEJAIA,6,2020-03-29,0,5,1
BISKRA,7,2020-03-29,0,1,0
BECHAR,8,2020-03-29,0,0,0
BLIDA,9,2020-03-29,0,192,9
BOUIRA,10,2020-03-29,0,3,0
TAMENGHASSET,11,2020-03-29,0,0,0
TEBESSA,12,2020-03-29,0,0,0
TLEMCEN,13,2020-03-29,0,7,0
TIARET,14,2020-03-29,0,0,0
TIZI OUZOU,15,2020-03-29,0,14,4
ALGER,16,2020-03-29,0,65,4
DJELFA,17,2020-03-29,0,1,0
JIJEL,18,2020-03-29,0,2,0
SETIF,19,2020-03-29,0,7,0
SAIDA,20,2020-03-29,0,0,0
SKIKDA,21,2020-03-29,0,6,0
SIDI BEL ABBES,22,2020-03-29,0,2,0
ANNABA,23,2020-03-29,0,6,0
GUELMA,24,2020-03-29,0,2,0
CONSTANTINE,25,2020-03-29,0,3,3
MEDEA,26,2020-03-29,0,6,2
MOSTAGANEM,27,2020-03-29,0,3,1
M'SILA,28,2020-03-29,0,0,0
MASCARA,29,2020-03-29,0,3,0
OUARGLA,30,2020-03-29,0,1,0
ORAN,31,2020-03-29,0,16,0
EL BAYADH,32,2020-03-29,0,0,0
ILLIZI,33,2020-03-29,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-29,2,8,1
BOUMERDES,35,2020-03-29,0,4,1
EL-TARF,36,2020-03-29,0,2,0
TINDOUF,37,2020-03-29,0,0,0
TISSEMSILT,38,2020-03-29,0,1,0
EL OUED,39,2020-03-29,0,5,2
KHENCHELA,40,2020-03-29,0,2,1
SOUK-AHRAS,41,2020-03-29,0,2,0
TIPAZA,42,2020-03-29,0,9,1
MILA,43,2020-03-29,0,0,0
AIN DEFLA,44,2020-03-29,1,2,1
NAAMA,45,2020-03-29,0,0,0
AIN-TEMOUCHENT,46,2020-03-29,0,1,0
GHARDAIA,47,2020-03-29,0,1,0
RELIZANE,48,2020-03-29,0,2,0
ADRAR,1,2020-03-30,0,2,0
CHLEF,2,2020-03-30,0,1,0
LAGHOUAT,3,2020-03-30,0,1,0
OUM EL BOUAGHI,4,2020-03-30,0,2,0
BATNA,5,2020-03-30,5,7,1
BEJAIA,6,2020-03-30,0,5,2
BISKRA,7,2020-03-30,0,1,0
BECHAR,8,2020-03-30,0,0,0
BLIDA,9,2020-03-30,28,220,10
BOUIRA,10,2020-03-30,0,3,0
TAMENGHASSET,11,2020-03-30,0,0,0
TEBESSA,12,2020-03-30,0,0,0
TLEMCEN,13,2020-03-30,0,7,0
TIARET,14,2020-03-30,0,0,0
TIZI OUZOU,15,2020-03-30,1,15,4
ALGER,16,2020-03-30,0,65,4
DJELFA,17,2020-03-30,0,1,0
JIJEL,18,2020-03-30,0,2,0
SETIF,19,2020-03-30,0,7,0
SAIDA,20,2020-03-30,0,0,0
SKIKDA,21,2020-03-30,0,6,0
SIDI BEL ABBES,22,2020-03-30,0,2,0
ANNABA,23,2020-03-30,0,6,0
GUELMA,24,2020-03-30,0,2,0
CONSTANTINE,25,2020-03-30,0,3,3
MEDEA,26,2020-03-30,0,6,2
MOSTAGANEM,27,2020-03-30,0,3,1
M'SILA,28,2020-03-30,0,0,0
MASCARA,29,2020-03-30,0,3,0
OUARGLA,30,2020-03-30,0,1,0
ORAN,31,2020-03-30,0,16,2
EL BAYADH,32,2020-03-30,0,0,0
ILLIZI,33,2020-03-30,0,0,0
BORDJ BOU ARRERIDJ,34,2020-03-30,0,8,1
BOUMERDES,35,2020-03-30,0,4,1
EL-TARF,36,2020-03-30,0,2,0
TINDOUF,37,2020-03-30,0,0,0
TISSEMSILT,38,2020-03-30,0,1,0
EL OUED,39,2020-03-30,0,5,2
KHENCHELA,40,2020-03-30,0,2,1
SOUK-AHRAS,41,2020-03-30,0,2,0
TIPAZA,42,2020-03-30,0,9,1
MILA,43,2020-03-30,0,0,0
AIN DEFLA,44,2020-03-30,0,2,1
NAAMA,45,2020-03-30,0,0,0
AIN-TEMOUCHENT,46,2020-03-30,0,1,0
GHARDAIA,47,2020-03-30,0,1,0
RELIZANE,48,2020-03-30,0,2,0
ADRAR,1,2020-03-31,0,2,0
CHLEF,2,2020-03-31,6,7,0
LAGHOUAT,3,2020-03-31,0,1,0
OUM EL BOUAGHI,4,2020-03-31,0,2,0
BATNA,5,2020-03-31,1,8,0
BEJAIA,6,2020-03-31,21,26,2
BISKRA,7,2020-03-31,1,2,0
BECHAR,8,2020-03-31,0,0,0
BLIDA,9,2020-03-31,74,294,14
BOUIRA,10,2020-03-31,3,6,0
TAMENGHASSET,11,2020-03-31,0,0,0
TEBESSA,12,2020-03-31,0,0,0
TLEMCEN,13,2020-03-31,5,12,0
TIARET,14,2020-03-31,0,0,0
TIZI OUZOU,15,2020-03-31,14,29,4
ALGER,16,2020-03-31,60,125,4
DJELFA,17,2020-03-31,1,2,0
JIJEL,18,2020-03-31,2,4,0
SETIF,19,2020-03-31,12,19,2
SAIDA,20,2020-03-31,0,0,0
SKIKDA,21,2020-03-31,2,8,0
SIDI BEL ABBES,22,2020-03-31,4,6,0
ANNABA,23,2020-03-31,0,6,0
GUELMA,24,2020-03-31,1,3,0
CONSTANTINE,25,2020-03-31,5,8,3
MEDEA,26,2020-03-31,11,17,2
MOSTAGANEM,27,2020-03-31,5,8,1
M'SILA,28,2020-03-31,1,1,0
MASCARA,29,2020-03-31,4,7,0
OUARGLA,30,2020-03-31,0,1,0
ORAN,31,2020-03-31,28,44,3
EL BAYADH,32,2020-03-31,0,0,0
ILLIZI,33,2020-03-31,1,1,0
BORDJ BOU ARRERIDJ,34,2020-03-31,3,11,2
BOUMERDES,35,2020-03-31,5,9,1
EL-TARF,36,2020-03-31,2,4,0
TINDOUF,37,2020-03-31,0,0,0
TISSEMSILT,38,2020-03-31,1,2,0
EL OUED,39,2020-03-31,2,7,2
KHENCHELA,40,2020-03-31,0,2,1
SOUK-AHRAS,41,2020-03-31,1,3,0
TIPAZA,42,2020-03-31,9,18,2
MILA,43,2020-03-31,0,0,0
AIN DEFLA,44,2020-03-31,11,13,1
NAAMA,45,2020-03-31,0,0,0
AIN-TEMOUCHENT,46,2020-03-31,1,2,0
GHARDAIA,47,2020-03-31,0,1,0
RELIZANE,48,2020-03-31,0,2,0
ADRAR,1,2020-04-01,1,3,0
CHLEF,2,2020-04-01,1,8,0
LAGHOUAT,3,2020-04-01,0,1,0
OUM EL BOUAGHI,4,2020-04-01,2,4,1
BATNA,5,2020-04-01,0,8,0
BEJAIA,6,2020-04-01,3,29,2
BISKRA,7,2020-04-01,0,2,0
BECHAR,8,2020-04-01,0,0,0
BLIDA,9,2020-04-01,48,342,17
BOUIRA,10,2020-04-01,1,7,0
TAMENGHASSET,11,2020-04-01,0,0,0
TEBESSA,12,2020-04-01,0,0,0
TLEMCEN,13,2020-04-01,1,13,0
TIARET,14,2020-04-01,0,0,0
TIZI OUZOU,15,2020-04-01,2,31,5
ALGER,16,2020-04-01,11,136,9
DJELFA,17,2020-04-01,3,5,0
JIJEL,18,2020-04-01,7,11,0
SETIF,19,2020-04-01,4,23,2
SAIDA,20,2020-04-01,0,0,0
SKIKDA,21,2020-04-01,4,12,0
SIDI BEL ABBES,22,2020-04-01,2,8,0
ANNABA,23,2020-04-01,0,6,0
GUELMA,24,2020-04-01,0,3,0
CONSTANTINE,25,2020-04-01,3,11,3
MEDEA,26,2020-04-01,4,21,3
MOSTAGANEM,27,2020-04-01,2,10,1
M'SILA,28,2020-04-01,0,1,0
MASCARA,29,2020-04-01,2,9,0
OUARGLA,30,2020-04-01,1,2,0
ORAN,31,2020-04-01,4,48,3
EL BAYADH,32,2020-04-01,0,0,0
ILLIZI,33,2020-04-01,0,1,0
BORDJ BOU ARRERIDJ,34,2020-04-01,0,11,2
BOUMERDES,35,2020-04-01,1,10,1
EL-TARF,36,2020-04-01,0,4,0
TINDOUF,37,2020-04-01,0,0,0
TISSEMSILT,38,2020-04-01,0,2,0
EL OUED,39,2020-04-01,9,16,2
KHENCHELA,40,2020-04-01,0,2,1
SOUK-AHRAS,41,2020-04-01,1,4,0
TIPAZA,42,2020-04-01,3,21,2
MILA,43,2020-04-01,0,0,0
AIN DEFLA,44,2020-04-01,2,15,1
NAAMA,45,2020-04-01,0,0,0
AIN-TEMOUCHENT,46,2020-04-01,3,5,1
GHARDAIA,47,2020-04-01,1,2,1
RELIZANE,48,2020-04-01,2,3,1
ADRAR,1,2020-04-02,0,3,0
CHLEF,2,2020-04-02,2,10,0
LAGHOUAT,3,2020-04-02,0,1,0
OUM EL BOUAGHI,4,2020-04-02,0,4,2
BATNA,5,2020-04-02,6,12,1
BEJAIA,6,2020-04-02,7,36,2
BISKRA,7,2020-04-02,0,2,0
BECHAR,8,2020-04-02,0,0,0
BLIDA,9,2020-04-02,43,385,22
BOUIRA,10,2020-04-02,2,9,0
TAMENGHASSET,11,2020-04-02,0,0,0
TEBESSA,12,2020-04-02,0,0,0
TLEMCEN,13,2020-04-02,3,16,0
TIARET,14,2020-04-02,1,1,1
TIZI OUZOU,15,2020-04-02,9,40,5
ALGER,16,2020-04-02,18,154,14
DJELFA,17,2020-04-02,2,7,0
JIJEL,18,2020-04-02,0,11,0
SETIF,19,2020-04-02,2,25,8
SAIDA,20,2020-04-02,0,0,0
SKIKDA,21,2020-04-02,1,13,0
SIDI BEL ABBES,22,2020-04-02,1,9,0
ANNABA,23,2020-04-02,1,7,0
GUELMA,24,2020-04-02,0,3,0
CONSTANTINE,25,2020-04-02,0,11,3
MEDEA,26,2020-04-02,1,22,7
MOSTAGANEM,27,2020-04-02,10,20,1
M'SILA,28,2020-04-02,0,1,0
MASCARA,29,2020-04-02,1,10,0
OUARGLA,30,2020-04-02,0,2,0
ORAN,31,2020-04-02,14,62,3
EL BAYADH,32,2020-04-02,0,0,0
ILLIZI,33,2020-04-02,0,1,0
BORDJ BOU ARRERIDJ,34,2020-04-02,1,12,2
BOUMERDES,35,2020-04-02,1,11,2
EL-TARF,36,2020-04-02,0,4,0
TINDOUF,37,2020-04-02,0,0,0
TISSEMSILT,38,2020-04-02,1,2,0
EL OUED,39,2020-04-02,0,16,2
KHENCHELA,40,2020-04-02,0,2,1
SOUK-AHRAS,41,2020-04-02,0,4,0
TIPAZA,42,2020-04-02,6,27,5
MILA,43,2020-04-02,0,0,0
AIN DEFLA,44,2020-04-02,5,20,2
NAAMA,45,2020-04-02,0,0,0
AIN-TEMOUCHENT,46,2020-04-02,0,5,1
GHARDAIA,47,2020-04-02,0,2,1
RELIZANE,48,2020-04-02,2,5,1
ADRAR,1,2020-04-03,0,3,0
CHLEF,2,2020-04-03,0,15,0
LAGHOUAT,3,2020-04-03,0,1,0
OUM EL BOUAGHI,4,2020-04-03,1,6,2
BATNA,5,2020-04-03,2,12,1
BEJAIA,6,2020-04-03,4,47,2
BISKRA,7,2020-04-03,0,6,1
BECHAR,8,2020-04-03,0,1,0
BLIDA,9,2020-04-03,15,432,25
BOUIRA,10,2020-04-03,0,10,0
TAMENGHASSET,11,2020-04-03,0,0,0
TEBESSA,12,2020-04-03,2,1,1
TLEMCEN,13,2020-04-03,1,31,0
TIARET,14,2020-04-03,0,1,1
TIZI OUZOU,15,2020-04-03,1,39,5
ALGER,16,2020-04-03,24,183,26
DJELFA,17,2020-04-03,3,8,1
JIJEL,18,2020-04-03,2,15,0
SETIF,19,2020-04-03,4,43,7
SAIDA,20,2020-04-03,0,0,0
SKIKDA,21,2020-04-03,0,17,0
SIDI BEL ABBES,22,2020-04-03,0,10,0
ANNABA,23,2020-04-03,1,8,0
GUELMA,24,2020-04-03,0,3,0
CONSTANTINE,25,2020-04-03,5,12,3
MEDEA,26,2020-04-03,3,22,7
MOSTAGANEM,27,2020-04-03,0,21,1
M'SILA,28,2020-04-03,0,2,1
MASCARA,29,2020-04-03,0,15,0
OUARGLA,30,2020-04-03,0,2,0
ORAN,31,2020-04-03,1,64,3
EL BAYADH,32,2020-04-03,0,0,0
