Province Name,Province,Day,Confirmed,Cumulative confirmed,Cumulative deaths
ANNABA,23,2020-04-29,0,25,4
GUELMA,24,2020-04-29,3,22,1
CONSTANTINE,25,2020-04-29,10,158,9
MEDEA,26,2020-04-29,4,59,10
MOSTAGANEM,27,2020-04-29,1,58,3
M'SILA,28,2020-04-29,4,22,7
MASCARA,29,2020-04-29,3,45,4
OUARGLA,30,2020-04-29,1,61,6
ORAN,31,2020-04-29,10,239,13
EL BAYADH,32,2020-04-29,0,3,0
ILLIZI,33,2020-04-29,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-29,3,91,19
BOUMERDES,35,2020-04-29,2,46,8
EL-TARF,36,2020-04-29,3,16,0
TINDOUF,37,2020-04-29,0,0,0
TISSEMSILT,38,2020-04-29,0,46,2
EL OUED,39,2020-04-29,0,38,8
KHENCHELA,40,2020-04-29,3,33,2
SOUK-AHRAS,41,2020-04-29,1,13,1
TIPAZA,42,2020-04-29,9,138,23
MILA,43,2020-04-29,0,12,1
AIN DEFLA,44,2020-04-29,31,168,5
NAAMA,45,2020-04-29,0,3,0
AIN-TEMOUCHENT,46,2020-04-29,3,41,4
GHARDAIA,47,2020-04-29,5,56,4
RELIZANE,48,2020-04-29,1,26,3
ADRAR,1,2020-04-30,5,40,2
CHLEF,2,2020-04-30,0,49,1
LAGHOUAT,3,2020-04-30,0,26,0
OUM EL BOUAGHI,4,2020-04-30,0,70,5
BATNA,5,2020-04-30,1,34,4
BEJAIA,6,2020-04-30,1,128,14
BISKRA,7,2020-04-30,0,56,6
BECHAR,8,2020-04-30,3,42,0
BLIDA,9,2020-04-30,13,799,107
BOUIRA,10,2020-04-30,0,25,3
TAMENGHASSET,11,2020-04-30,0,3,0
TEBESSA,12,2020-04-30,0,30,3
TLEMCEN,13,2020-04-30,4,94,6
TIARET,14,2020-04-30,7,76,4
TIZI OUZOU,15,2020-04-30,0,104,14
ALGER,16,2020-04-30,5,507,108
DJELFA,17,2020-04-30,0,54,5
JIJEL,18,2020-04-30,0,45,5
SETIF,19,2020-04-30,4,197,16
SAIDA,20,2020-04-30,0,4,0
SKIKDA,21,2020-04-30,5,48,4
SIDI BEL ABBES,22,2020-04-30,4,48,6
ANNABA,23,2020-04-30,33,58,4
GUELMA,24,2020-04-30,0,22,1
CONSTANTINE,25,2020-04-30,20,178,9
MEDEA,26,2020-04-30,4,63,10
MOSTAGANEM,27,2020-04-30,2,60,3
M'SILA,28,2020-04-30,0,22,7
MASCARA,29,2020-04-30,3,48,4
OUARGLA,30,2020-04-30,4,65,6
ORAN,31,2020-04-30,4,243,13
EL BAYADH,32,2020-04-30,0,3,0
ILLIZI,33,2020-04-30,0,2,0
BORDJ BOU ARRERIDJ,34,2020-04-30,7,98,19
BOUMERDES,35,2020-04-30,1,47,8
EL-TARF,36,2020-04-30,0,16,0
TINDOUF,37,2020-04-30,0,0,0
TISSEMSILT,38,2020-04-30,0,46,2
EL OUED,39,2020-04-30,0,38,8
KHENCHELA,40,2020-04-30,1,34,2
SOUK-AHRAS,41,2020-04-30,0,13,1
TIPAZA,42,2020-04-30,2,140,23
MILA,43,2020-04-30,0,12,1
AIN DEFLA,44,2020-04-30,15,183,5
NAAMA,45,2020-04-30,0,3,0
AIN-TEMOUCHENT,46,2020-04-30,2,43,4
GHARDAIA,47,2020-04-30,3,59,4
RELIZANE,48,2020-04-30,5,31,3
ADRAR,1,2020-05-01,0,40,2
CHLEF,2,2020-05-01,0,49,1
LAGHOUAT,3,2020-05-01,1,27,0
OUM EL BOUAGHI,4,2020-05-01,5,75,5
BATNA,5,2020-05-01,1,35,4
BEJAIA,6,2020-05-01,3,131,14
BISKRA,7,2020-05-01,2,58,6
BECHAR,8,2020-05-01,0,42,0
BLIDA,9,2020-05-01,11,810,107
BOUIRA,10,2020-05-01,2,27,3
TAMENGHASSET,11,2020-05-01,0,3,0
TEBESSA,12,2020-05-01,3,33,3
TLEMCEN,13,2020-05-01,5,99,6
TIARET,14,2020-05-01,5,81,4
TIZI OUZOU,15,2020-05-01,1,105,15
ALGER,16,2020-05-01,10,517,108
DJELFA,17,2020-05-01,5,59,5
JIJEL,18,2020-05-01,1,46,5
SETIF,19,2020-05-01,12,209,16
SAIDA,20,2020-05-01,1,5,0
SKIKDA,21,2020-05-01,0,48,4
SIDI BEL ABBES,22,2020-05-01,2,50,6
ANNABA,23,2020-05-01,9,67,4
GUELMA,24,2020-05-01,1,23,1
CONSTANTINE,25,2020-05-01,3,181,10
MEDEA,26,2020-05-01,9,72,10
MOSTAGANEM,27,2020-05-01,0,60,3
M'SILA,28,2020-05-01,0,22,7
MASCARA,29,2020-05-01,1,49,4
OUARGLA,30,2020-05-01,2,67,6
ORAN,31,2020-05-01,3,246,13
EL BAYADH,32,2020-05-01,0,3,0
ILLIZI,33,2020-05-01,0,2,0
BORDJ BOU ARRERIDJ,34,2020-05-01,11,109,20
BOUMERDES,35,2020-05-01,3,50,8
EL-TARF,36,2020-05-01,0,16,0
TINDOUF,37,2020-05-01,6,6,0
TISSEMSILT,38,2020-05-01,0,46,2
EL OUED,39,2020-05-01,1,39,8
KHENCHELA,40,2020-05-01,5,39,2
SOUK-AHRAS,41,2020-05-01,2,15,1
TIPAZA,42,2020-05-01,3,143,23
MILA,43,2020-05-01,4,16,1
AIN DEFLA,44,2020-05-01,14,197,5
NAAMA,45,2020-05-01,0,3,0
AIN-TEMOUCHENT,46,2020-05-01,0,43,4
GHARDAIA,47,2020-05-01,1,60,4
RELIZANE,48,2020-05-01,0,31,3
ADRAR,1,2020-05-02,0,40,2
CHLEF,2,2020-05-02,0,49,1
LAGHOUAT,3,2020-05-02,3,30,0
OUM EL BOUAGHI,4,2020-05-02,0,75,5
BATNA,5,2020-05-02,0,35,4
BEJAIA,6,2020-05-02,3,134,14
BISKRA,7,2020-05-02,2,60,6
BECHAR,8,2020-05-02,0,42,0
BLIDA,9,2020-05-02,10,820,107
BOUIRA,10,2020-05-02,1,28,3
TAMENGHASSET,11,2020-05-02,0,3,0
TEBESSA,12,2020-05-02,0,33,3
TLEMCEN,13,2020-05-02,0,99,6
TIARET,14,2020-05-02,0,81,5
TIZI OUZOU,15,2020-05-02,0,105,15
ALGER,16,2020-05-02,16,533,109
DJELFA,17,2020-05-02,4,63,5
JIJEL,18,2020-05-02,0,46,5
SETIF,19,2020-05-02,2,211,16
SAIDA,20,2020-05-02,0,5,0
SKIKDA,21,2020-05-02,3,51,4
SIDI BEL ABBES,22,2020-05-02,0,50,6
ANNABA,23,2020-05-02,0,67,4
GUELMA,24,2020-05-02,1,24,1
CONSTANTINE,25,2020-05-02,4,185,10
MEDEA,26,2020-05-02,7,79,10
MOSTAGANEM,27,2020-05-02,0,60,3
M'SILA,28,2020-05-02,0,22,7
MASCARA,29,2020-05-02,2,51,4
OUARGLA,30,2020-05-02,0,67,7
ORAN,31,2020-05-02,8,254,13
EL BAYADH,32,2020-05-02,0,3,0
ILLIZI,33,2020-05-02,0,2,0
BORDJ BOU ARRERIDJ,34,2020-05-02,41,150,22
BOUMERDES,35,2020-05-02,1,51,8
EL-TARF,36,2020-05-02,0,16,0
TINDOUF,37,2020-05-02,3,9,0
TISSEMSILT,38,2020-05-02,0,46,2
EL OUED,39,2020-05-02,1,40,8
KHENCHELA,40,2020-05-02,0,39,2
SOUK-AHRAS,41,2020-05-02,0,15,1
TIPAZA,42,2020-05-02,18,161,24
MILA,43,2020-05-02,0,16,1
AIN DEFLA,44,2020-05-02,8,205,5
NAAMA,45,2020-05-02,0,3,0
AIN-TEMOUCHENT,46,2020-05-02,1,44,4
GHARDAIA,47,2020-05-02,0,60,4
RELIZANE,48,2020-05-02,2,33,3
ADRAR,1,2020-05-03,6,46,2
CHLEF,2,2020-05-03,0,49,1
LAGHOUAT,3,2020-05-03,4,34,0
OUM EL BOUAGHI,4,2020-05-03,0,75,5
BATNA,5,2020-05-03,14,49,4
BEJAIA,6,2020-05-03,1,135,14
BISKRA,7,2020-05-03,5,65,6
BECHAR,8,2020-05-03,0,42,0
BLIDA,9,2020-05-03,19,839,108
BOUIRA,10,2020-05-03,0,28,3
TAMENGHASSET,11,2020-05-03,0,3,0
TEBESSA,12,2020-05-03,0,33,3
TLEMCEN,13,2020-05-03,18,117,6
TIARET,14,2020-05-03,3,84,5
TIZI OUZOU,15,2020-05-03,1,106,15
ALGER,16,2020-05-03,3,536,110
DJELFA,17,2020-05-03,7,70,5
JIJEL,18,2020-05-03,0,46,5
SETIF,19,2020-05-03,5,216,17
SAIDA,20,2020-05-03,0,5,0
SKIKDA,21,2020-05-03,0,51,4
SIDI BEL ABBES,22,2020-05-03,1,51,6
ANNABA,23,2020-05-03,14,81,4
GUELMA,24,2020-05-03,0,24,1
CONSTANTINE,25,2020-05-03,0,185,10
MEDEA,26,2020-05-03,9,88,10
MOSTAGANEM,27,2020-05-03,0,60,3
M'SILA,28,2020-05-03,4,26,7
MASCARA,29,2020-05-03,1,52,4
OUARGLA,30,2020-05-03,21,88,8
ORAN,31,2020-05-03,4,258,13
EL BAYADH,32,2020-05-03,0,3,0
ILLIZI,33,2020-05-03,0,2,0
BORDJ BOU ARRERIDJ,34,2020-05-03,0,150,22
BOUMERDES,35,2020-05-03,0,51,8
EL-TARF,36,2020-05-03,0,16,0
TINDOUF,37,2020-05-03,0,9,0
TISSEMSILT,38,2020-05-03,1,47,2
EL OUED,39,2020-05-03,0,40,8
KHENCHELA,40,2020-05-03,7,46,2
SOUK-AHRAS,41,2020-05-03,0,15,1
TIPAZA,42,2020-05-03,8,169,24
MILA,43,2020-05-03,0,16,1
AIN DEFLA,44,2020-05-03,9,214,5
NAAMA,45,2020-05-03,5,8,0
AIN-TEMOUCHENT,46,2020-05-03,1,45,4
GHARDAIA,47,2020-05-03,8,68,4
RELIZANE,48,2020-05-03,0,33,3
